gene,fc_full,fc_PRJNA488311,fc_PRJNA486202,fc_within_mean
ENSSSCG00000048769,-1.3108479874978285,-1.5751422871146763,-1.3371604935817558,-1.4561513903482162
ENSSSCG00000037372,-0.454458952040121,-1.5760991656153471,-1.6860282804886204,-1.6310637230519838
ENSSSCG00000027257,-0.18356824119853207,0.0747710956532142,-0.7576860778527279,-0.34145749109975687
ENSSSCG00000029697,-1.1078585784555977,-1.0927490494869956,-1.5982656432777127,-1.3455073463823541
ENSSSCG00000049216,-0.7246652040722724,-0.9583615921258037,-0.5497723987692884,-0.7540669954475461
ENSSSCG00000027726,-3.729001728841203,-2.552356239583075,-2.725609068751172,-2.6389826541671235
ENSSSCG00000041543,-2.5376563584926246,0.3982626662647911,-0.13060145293653735,0.13383060666412688
ENSSSCG00000042404,-2.6912587950253606,-0.7038367819583652,-0.8720576115684726,-0.7879471967634188
ENSSSCG00000041881,-1.4592579905464902,0.5625130403356191,-0.8296269020498872,-0.13355693085713405
ENSSSCG00000043002,-3.0746752676037903,-3.1302313613690704,-5.485990998168242,-4.308111179768656
ENSSSCG00000050193,-2.7028531239767783,-1.1012889961173558,-2.2296058987937233,-1.6654474474555396
ENSSSCG00000046031,-0.22318404400500338,0.2949614729084411,0.43949883768132403,0.36723015529488257
ENSSSCG00000042397,-2.345738264824559,-2.196371623629996,-5.248007239124498,-3.722189431377247
ENSSSCG00000035944,-1.667633579167813,-0.5222462279223328,-2.052333008051201,-1.287289617986767
ENSSSCG00000047845,-1.3280571560267498,-1.405766402451047,-0.9742299553869763,-1.1899981789190117
ENSSSCG00000004010,-1.4570602782199207,-1.510852584018204,-1.9357479156885642,-1.7233002498533843
ENSSSCG00000004009,-2.7250218803934465,-2.535179393753908,-3.163191775422875,-2.8491855845883913
ENSSSCG00000030155,-1.2893207014236707,-1.054064704028823,-1.453234677191243,-1.253649690610033
ENSSSCG00000038931,-0.7816037880454259,-0.44209560174059753,-1.344418054886427,-0.8932568283135123
ENSSSCG00000004008,-2.2277162809766082,-1.773781601421393,-2.339248250534523,-2.056514925977958
ENSSSCG00000045488,-2.7333767050475584,-0.6867204682371623,-2.5505209082443363,-1.6186206882407492
ENSSSCG00000048735,-0.12498158665710439,0.0,-0.4196591975145697,-0.20982959875728485
ENSSSCG00000049501,-3.3620253350120946,-2.425661703931944,-3.3761355803416757,-2.90089864213681
ENSSSCG00000004012,-3.1804163620465045,-4.386628556431466,-4.194027446723136,-4.290328001577301
ENSSSCG00000035661,-6.39644776811361,-5.474569450743197,-5.816157221111538,-5.645363335927367
ENSSSCG00000032192,-1.5863044256304606,-1.2089715203417544,-2.2768402053588246,-1.7429058628502894
ENSSSCG00000044353,-2.029919161979085,-0.20422652267194286,-1.9281122658144927,-1.0661693942432178
ENSSSCG00000041157,-1.293994824076303,-0.620226669279673,-0.34920808365648204,-0.4847173764680775
ENSSSCG00000050693,-0.9998210369920625,-0.4658596531297997,-5.099934359483808,-2.782897006306804
ENSSSCG00000042085,-0.298437826681728,2.3628201929694725,-4.42271921753271,-1.0299495122816187
ENSSSCG00000045916,-3.842732286801352,-2.357709428333278,-1.382226466832788,-1.8699679475830329
ENSSSCG00000004013,-2.168213707660178,-2.028361527337672,-0.7399013231639391,-1.3841314252508057
