gene,fc_full,fc_PRJNA488311,fc_PRJNA486202,fc_within_mean
ENSSSCG00000048769,-1.1311264995572534,-1.4627050675277968,-1.3897593740731902,-1.4262322208004936
ENSSSCG00000037372,-0.9899939719670264,-1.1813387239649962,-1.301408916309652,-1.2413738201373241
ENSSSCG00000027257,-0.24591827090657278,-0.08571585571792523,-0.7808068499734522,-0.4332613528456887
ENSSSCG00000029697,-1.0746798988431883,-1.181807896866644,-1.540460273953767,-1.3611340854102054
ENSSSCG00000049216,-1.1860162153611629,-0.9459571330029602,-0.7404700927444342,-0.8432136128736972
ENSSSCG00000027726,-2.537723946275387,-2.2512474693217475,-2.514720701187202,-2.382984085254475
ENSSSCG00000041543,-0.6926225669498804,0.25718807606402094,0.3084083248316118,0.28279820044781634
ENSSSCG00000042404,-1.2522561242645351,0.28625343143664195,-0.7746589305953855,-0.24420274957937177
ENSSSCG00000041881,-0.3658813816074272,0.5858229931425806,-0.23872422981076896,0.1735493816659058
ENSSSCG00000043002,-2.3641834008881593,-2.2736801010404184,-3.525689467087434,-2.8996847840639264
ENSSSCG00000050193,-2.624377595422638,-0.8750435457998907,-1.883350765530519,-1.379197155665205
ENSSSCG00000046031,0.11944523162424522,0.29943073406959536,0.7276663636481291,0.5135485488588623
ENSSSCG00000042397,-1.968116200073927,-2.873889273159539,-1.9487039602097527,-2.4112966166846457
ENSSSCG00000035944,0.0521936591501225,0.5426397231048405,0.9338691900194702,0.7382544565621554
ENSSSCG00000047845,-1.3467852918079493,-1.6293739523388586,0.11420566977323915,-0.7575841412828097
ENSSSCG00000004010,-1.4104657625746604,-1.5737026637390645,-1.9349590944886712,-1.7543308791138679
ENSSSCG00000004009,-2.041275513597987,-2.0149992335025173,-1.9871822789038376,-2.0010907562031774
ENSSSCG00000030155,-1.064425629340456,-1.1935006912623598,-1.4355568498259426,-1.3145287705441513
ENSSSCG00000038931,-0.84593864421783,-0.4448605357831144,-1.1833583077297096,-0.814109421756412
ENSSSCG00000004008,-1.6033614220995986,-1.6898448036540337,-2.138584466353782,-1.914214635003908
ENSSSCG00000045488,-2.5871437601392016,-0.6867204682371623,-1.7845124133615908,-1.2356164407993766
ENSSSCG00000048735,-0.12498158665710439,0.0,-0.4196591975145697,-0.20982959875728485
ENSSSCG00000049501,-2.693327487229488,-2.272331941223606,-1.9323958040747742,-2.1023638726491902
ENSSSCG00000004012,-2.987097661673994,-4.755992504823499,-4.40552861234068,-4.580760558582089
ENSSSCG00000035661,-4.692862476984376,-5.614855923558831,-4.408787902755711,-5.011821913157271
ENSSSCG00000032192,-1.5863044256304606,-1.2089715203417544,-2.2768402053588246,-1.7429058628502894
ENSSSCG00000044353,-1.8110152897251415,-0.20422652267194286,-1.9281122658144927,-1.0661693942432178
ENSSSCG00000041157,-0.917286977272824,-0.620226669279673,-1.9218179050018753,-1.2710222871407741
