gene,fc_full,fc_PRJNA488311,fc_PRJNA486202,fc_within_mean
ENSSSCG00000048769,-0.7520116655436062,-1.0913224338003669,-1.0417375912618958,-1.0665300125311314
ENSSSCG00000037372,-0.45085651005119687,-1.13154666618,-0.9582520245703233,-1.0448993453751616
ENSSSCG00000027257,0.19817464610075824,0.3148411867821479,-0.9855366655927797,-0.3353477394053159
ENSSSCG00000029697,-1.0562819221243693,-0.9123503044178982,-1.1268847919421274,-1.0196175481800127
ENSSSCG00000049216,-1.3783432088470102,-0.24196219827161478,0.4246978084297571,0.09136780507907115
ENSSSCG00000027726,-2.621348051667718,-1.8759502194019744,-2.109203092197286,-1.9925766557996303
ENSSSCG00000041543,-0.6575584979054722,-0.5669363852510182,0.4876182289840484,-0.039659078133484904
ENSSSCG00000042404,-1.743548394182427,-0.7813557495794667,-0.2655025717010503,-0.5234291606402586
ENSSSCG00000041881,-0.23141468904969906,0.26011562067985666,-0.04518010503792459,0.10746775782096604
ENSSSCG00000043002,-2.1803379871419004,-2.1993237710403633,-2.4734508447278127,-2.336387307884088
ENSSSCG00000050193,-1.0375260232166121,-1.1012889961173558,-1.6036573081097638,-1.3524731521135598
ENSSSCG00000046031,0.9201072801166936,0.7546576028334114,1.3994209471777421,1.0770392750055768
ENSSSCG00000042397,-3.442733374195107,-0.8680439035873414,-5.248007239124498,-3.0580255713559197
ENSSSCG00000035944,-0.2853601302155613,1.6723598758994345,1.5266162938738712,1.5994880848866528
ENSSSCG00000047845,-1.3760448422232248,-1.7244206768458985,1.199744932437645,-0.26233787220412674
ENSSSCG00000004010,-1.0686810809697331,-1.2120458282303674,-1.6051247595397202,-1.4085852938850438
ENSSSCG00000004009,-1.881200071897206,-1.2800060717896753,-0.27765148548794855,-0.778828778638812
ENSSSCG00000030155,-0.9004460120263083,-0.9704973120221405,-1.1686851219540122,-1.0695912169880764
ENSSSCG00000038931,-0.5826383798203396,-0.4168908508632149,-1.0688772686894141,-0.7428840597763146
ENSSSCG00000004008,-2.5909786783424873,-1.4432277775270017,-1.9971215302467618,-1.7201746538868816
ENSSSCG00000045488,-2.309641009904541,-0.6867204682371623,-2.5505209082443363,-1.6186206882407492
ENSSSCG00000048735,-0.12498158665710439,0.0,-0.4196591975145697,-0.20982959875728485
ENSSSCG00000049501,-2.8891901968385283,-1.6902695050165828,-1.7802744417426661,-1.7352719733796245
ENSSSCG00000004012,-2.3619265937516767,-3.636260501041107,-3.3724869469252203,-3.5043737239831634
ENSSSCG00000035661,-4.986561434578344,-5.056109249762906,-4.807342091630208,-4.931725670696556
ENSSSCG00000032192,-1.5863044256304606,-1.2089715203417544,-2.2768402053588246,-1.7429058628502894
ENSSSCG00000044353,-1.972417398055747,0.7707677056611932,0.2652179295698116,0.5179928176155024
ENSSSCG00000041157,-1.2964022747944715,-0.620226669279673,0.08181262347586786,-0.26920702290190257
ENSSSCG00000050693,-0.7214811093296135,0.7487685242657277,-1.7751189566866075,-0.5131752162104399
ENSSSCG00000042085,-0.7402888340272563,2.5817978449544055,-4.42271921753271,-0.9204606862891522
ENSSSCG00000045916,-2.43910679518299,-2.357709428333278,-0.7963974456629179,-1.577053436998098
ENSSSCG00000004013,-0.8227635183314538,-1.5007431965432354,-0.7628149811327704,-1.1317790888380028
ENSSSCG00000043714,-2.930957673896402,-1.3982348236275133,-2.1712733531894117,-1.7847540884084625
ENSSSCG00000031703,-1.4955624732932968,-1.627911634922935,-0.06773398464167875,-0.8478228097823068
ENSSSCG00000044594,-2.264776300488462,-0.7953405892102201,-2.6282509149571758,-1.711795752083698
ENSSSCG00000048580,-3.3095665020934644,-2.5579949994431295,-1.9076286831549107,-2.23281184129902
ENSSSCG00000004017,-3.0152626941950267,-2.915820475928097,-0.9342997845771921,-1.9250601302526444
ENSSSCG00000049642,-2.294508629874915,0.8898217289349997,0.2588501248212821,0.574335926878141
ENSSSCG00000004016,-1.270236901398802,-0.5500197477815579,0.19232536841766806,-0.17884718968194493
ENSSSCG00000004018,-0.6723152881988226,-0.06550154548985108,-0.10952171891741884,-0.08751163220363496
ENSSSCG00000038097,0.447857311402212,0.26453053368414536,-0.22967218485466429,0.01742917441474054
ENSSSCG00000047676,-1.5099099556904685,-1.64937307133543,-1.1202291529647115,-1.3848011121500707
ENSSSCG00000047753,-1.5905605550274344,-0.31526784611697417,-0.7634901830602232,-0.5393790145885987
ENSSSCG00000051018,-1.6214711814421638,0.5076363580094957,2.2842713278676823,1.395953842938589
ENSSSCG00000049134,-1.4758774713639504,0.06442792146210732,0.7355127693543607,0.399970345408234
ENSSSCG00000045280,-0.4512737315040457,0.7872456541139485,0.617687529785141,0.7024665919495447
ENSSSCG00000043317,-0.10897944945710612,-0.4073084108989507,-0.7231953923407134,-0.5652519016198321
ENSSSCG00000051690,-1.9661646941993078,0.0,0.44654243164702884,0.22327121582351442
ENSSSCG00000027404,2.468357318721629,0.5315717178302543,1.7315334322983749,1.1315525750643145
ENSSSCG00000051474,-0.9914424521272238,-0.30831988172904656,0.7801210076417543,0.23590056295635387
ENSSSCG00000022580,-0.918672872853094,-0.5094274784183697,0.6797586086753934,0.08516556512851187
ENSSSCG00000032403,-0.43914701192492506,-1.1667047672690278,-0.707480526297427,-0.9370926467832275
ENSSSCG00000037137,2.232369018424527,1.2085824719104965,1.2640679624467068,1.2363252171786017
ENSSSCG00000024562,2.148277239093744,2.014706369254974,1.7821257354199695,1.8984160523374718
ENSSSCG00000034196,-1.5031603821684392,0.0,0.0,0.0
ENSSSCG00000004023,-0.8222407234379041,-1.0468313845961918,-1.464026861460859,-1.2554291230285255
ENSSSCG00000043814,-1.9086718691162148,-2.6389836670972757,-2.489360323899831,-2.5641719954985533
ENSSSCG00000004024,0.04284406036176664,-0.988474363931253,-0.6677382112771756,-0.8281062876042142
ENSSSCG00000048164,-0.7327977358294007,-1.7879632929872393,1.3140261731731882,-0.2369685599070256
ENSSSCG00000043922,-2.0056107792537947,-0.7842402829111443,0.3962779693567251,-0.19398115677720962
ENSSSCG00000004022,-1.2513772194782833,-0.34403605708743507,-0.3240709077585208,-0.33405348242297794
ENSSSCG00000048885,0.6923412006697803,-0.12482620094007311,-0.05546796740552364,-0.09014708417279838
ENSSSCG00000032916,-0.9130268048800447,0.23397907082357414,-0.14418075426443305,0.04489915827957054
ENSSSCG00000004020,-0.16589443699079673,-0.5185067892315244,-1.136603571317379,-0.8275551802744516
ENSSSCG00000051382,-3.830657904225647,-2.3238769700693016,-2.3691372955194603,-2.3465071327943807
ENSSSCG00000049363,-1.4849603982866921,-0.23042295606876376,0.6355655939758512,0.20257131895354374
ENSSSCG00000050882,-2.624952381137952,-1.142173785724657,-1.1352595489304773,-1.138716667327567
ENSSSCG00000034946,-0.25517957818846376,0.0,-1.4026487222722643,-0.7013243611361322
ENSSSCG00000036609,2.843427249338707,4.009688133589661,-0.025828980290293638,1.9919295766496836
ENSSSCG00000036448,-2.00799609390109,-3.222201747893805,-3.201087674324227,-3.211644711109016
ENSSSCG00000046965,-2.2433419850333465,0.0,-0.05706479729274967,-0.028532398646374836
ENSSSCG00000042499,-1.4541935051398212,-0.19919245715750322,1.0072650827323193,0.40403631278740804
ENSSSCG00000049704,-3.3414684968708763,-1.9331574198136845,-2.0578775431474394,-1.995517481480562
ENSSSCG00000051209,-3.239636272694427,-1.7489122244809137,-1.5029339254872789,-1.6259230749840963
ENSSSCG00000034772,-2.455741397063363,-6.303236066882662,-1.867967654734538,-4.0856018608086
ENSSSCG00000046075,-3.081949503312638,-1.7320398962330186,-1.451506155654697,-1.5917730259438578
ENSSSCG00000048269,-2.705190031683713,-1.7025385203522105,-1.4736469721146503,-1.5880927462334304
ENSSSCG00000051306,-3.1003464663041274,-2.754857494069167,-1.3143351886880181,-2.0345963413785926
ENSSSCG00000048262,-3.1734664102952572,-1.4212907940568194,-1.98530517648275,-1.7032979852697847
ENSSSCG00000051202,-3.4086859493418613,-2.7232159129471896,-1.5165154380099102,-2.11986567547855
ENSSSCG00000044293,-3.287905012648453,-2.6989131622024747,-0.6040654525035118,-1.6514893073529933
ENSSSCG00000019654,-3.1051315487343443,-2.343144580797058,-4.368338559844321,-3.3557415703206894
ENSSSCG00000004027,-3.1841220168877546,-1.8611899011495479,-1.8166214230081126,-1.8389056620788302
ENSSSCG00000044274,-0.8552208150209893,0.9226499399772823,1.279526483864626,1.1010882119209542
ENSSSCG00000049643,-1.5487542257539464,-0.5003857905999353,-0.6396812579062011,-0.5700335242530682
ENSSSCG00000050396,1.2050985446269296,-0.24186565666799886,0.2094045058811874,-0.016230575393405736
ENSSSCG00000046688,-0.07018295858413041,1.1253259805941005,1.5232196298367078,1.3242728052154042
ENSSSCG00000042992,-0.6716235873261356,-0.3837099237411104,-1.99451149361188,-1.1891107086764952
ENSSSCG00000004029,-1.1470875564921208,-0.24825207652559814,-0.9262056733701302,-0.5872288749478641
ENSSSCG00000050646,-2.6597911942644594,-2.0504207038036624,-0.8144607865812684,-1.4324407451924654
ENSSSCG00000048046,-0.6662736680478059,1.3512515593566348,0.1332111772554172,0.742231368306026
ENSSSCG00000038153,-1.7580201405175564,-1.733131185594847,-1.5922013363275915,-1.6626662609612193
ENSSSCG00000047165,-3.0527100206605082,-3.4421754176004447,-0.38697373111581335,-1.914574574358129
ENSSSCG00000004032,-0.6009115420581271,0.35531760903817133,-0.4605915229071102,-0.05263695693446943
ENSSSCG00000038784,-1.6783025336888517,-0.05890234153317778,0.391967957945572,0.1665328082061971
ENSSSCG00000050842,-2.168906176401922,-0.6485576408205567,-0.1640086095723522,-0.40628312519645443
ENSSSCG00000048643,-1.6613348974661883,-0.7736146534576986,0.07591601439172571,-0.3488493195329865
ENSSSCG00000043384,-1.6879290642605387,-0.6595731469578778,0.5433434240998111,-0.05811486142903338
ENSSSCG00000045965,-2.29317317523992,-0.9037539847006667,-0.06630579086574534,-0.485029887783206
ENSSSCG00000048582,-2.018438270755789,-1.1033423589614118,-0.7940648700091162,-0.948703614485264
ENSSSCG00000004033,-1.6938675512852126,-1.573958635768369,-1.7553543254422983,-1.6646564806053337
ENSSSCG00000004037,-0.08385206744171501,-0.4811872309945192,-0.46242362672856174,-0.4718054288615405
ENSSSCG00000004038,-0.4087372803000262,-2.1948052628635333,3.2583014203563976,0.5317480787464322
ENSSSCG00000004039,-1.6386770139870854,-1.5560564715074314,-2.2710996758253783,-1.9135780736664048
ENSSSCG00000018769,-0.7770793483662709,0.6591484409670608,1.7082840533458405,1.1837162471564506
ENSSSCG00000004040,-2.101447890405033,1.312765277140057,1.862163458591066,1.5874643678655616
ENSSSCG00000004041,0.33995379831717504,-0.15962354730188213,1.9935157761874938,0.9169461144428058
ENSSSCG00000004044,-0.2862445015779523,-0.5559498239158484,-1.0294206795657312,-0.7926852517407899
ENSSSCG00000004045,-1.7355509130957545,-1.0481567853012494,-0.5361883283252237,-0.7921725568132365
ENSSSCG00000004046,-0.11233176444628118,-0.46585045823437093,-0.21278711060503935,-0.33931878441970514
ENSSSCG00000004047,0.824773359465091,0.16209343907988769,-0.451583915685776,-0.14474523830294417
ENSSSCG00000004048,-0.4710780042215054,-0.2888399091151131,-1.6398756876207266,-0.9643577983679198
ENSSSCG00000018530,-0.9336273334753202,0.13818104786053279,-0.36926186206062495,-0.11554040710004608
ENSSSCG00000004049,-1.1344726846288604,-1.1042245176167618,-1.9490287469372745,-1.5266266322770181
ENSSSCG00000018605,0.005832725837614972,0.03179379265283463,0.017866850973561273,0.02483032181319795
ENSSSCG00000004050,-0.7608425288688478,-0.6793484505020488,-1.3121200971234168,-0.9957342738127328
ENSSSCG00000040317,0.6021874253147607,1.7459886462264969,1.129583660608321,1.437786153417409
ENSSSCG00000048737,-0.3620320644565773,-0.6056369602263965,-1.1921744607797677,-0.8989057105030821
ENSSSCG00000043250,-6.599821205852781,-7.346758831788791,-5.555951502224482,-6.4513551670066365
ENSSSCG00000004052,-3.2848470814483783,-4.846316136646937,-2.9549368816887647,-3.900626509167851
ENSSSCG00000045315,-1.4521604055748987,-0.6502131053135813,0.723162440368085,0.036474667527251814
ENSSSCG00000035342,0.4748091068475008,0.0,1.366655859545529,0.6833279297727645
ENSSSCG00000047337,-2.2269540058476234,-0.4139610877658043,-1.8627901180377835,-1.138375602901794
ENSSSCG00000004053,0.612794049949283,-0.6283838501008908,-0.1182905143061537,-0.37333718220352224
ENSSSCG00000004055,-1.484511600966565,-1.9031888757700988,-1.9928564359232517,-1.948022655846675
ENSSSCG00000051477,-2.8823374184339423,-3.1036909683378937,-1.1888177258551724,-2.146254347096533
ENSSSCG00000046349,-2.244142546807208,-2.2065420267654283,-1.431679103288525,-1.8191105650269765
ENSSSCG00000044993,-2.299832136347947,-2.015763838343434,-0.9830605602456569,-1.4994121992945455
ENSSSCG00000045141,-2.7429125330424258,-2.2623997476052726,-1.2770358709097402,-1.7697178092575063
ENSSSCG00000004058,-1.8532834747466205,-1.2165578082694224,-2.1564948850115386,-1.6865263466404805
ENSSSCG00000004057,2.2948451716947904,1.433228917210778,1.0173060215108076,1.2252674693607928
ENSSSCG00000033107,-0.7382222505569512,-0.2658287304457634,-0.4024910700851898,-0.3341599002654766
ENSSSCG00000024876,-1.552394168328746,-0.8735185105859733,-1.3371745618533306,-1.105346536219652
ENSSSCG00000031776,-0.787222779320359,-0.41266035087845104,-1.5663019173491937,-0.9894811341138223
ENSSSCG00000047460,-2.376663006780673,-1.1913873508545094,-0.44024250882468186,-0.8158149298395956
ENSSSCG00000043930,-2.7390454291794226,-1.825880672087407,-0.8982022877083923,-1.3620414798978997
ENSSSCG00000024019,-0.5826171643163476,-0.30209116964385463,-0.736470225281142,-0.5192806974624984
ENSSSCG00000012314,-0.782819136427066,-0.5876141547408615,-0.9141117175515533,-0.7508629361462074
ENSSSCG00000012315,-2.510325820986092,-2.604375522639194,-2.811085941728316,-2.707730732183755
ENSSSCG00000043711,-2.5266297047201283,-2.935616895568735,-0.9443508860791063,-1.9399838908239206
ENSSSCG00000030535,-0.1908369952783362,-0.4677863053974002,-0.6000942857220819,-0.533940295559741
ENSSSCG00000048243,-1.2578703912728695,-0.7082575518414802,1.6520586511579283,0.47190054965822403
ENSSSCG00000046713,-1.386468090685562,-1.8756963438518146,0.3070676521211511,-0.7843143458653318
ENSSSCG00000045936,2.5113370968015696,-0.12586914578775965,0.7006314181336878,0.28738113617296407
ENSSSCG00000035027,1.8830721792543526,-1.3495815421303223,-1.149574608949283,-1.2495780755398027
ENSSSCG00000038527,-2.5401958305311485,-2.2940121679689462,-1.2471833687030585,-1.7705977683360024
ENSSSCG00000050758,-1.510804205178406,-0.3134350593867057,0.5690867872791319,0.1278258639462131
ENSSSCG00000004063,0.38438990273683865,-0.029623134317891157,-0.4732379336402049,-0.251430533979048
ENSSSCG00000050351,-0.6459845268766207,-1.680909426423067,-0.08018758353839452,-0.8805485049807308
ENSSSCG00000041747,-1.8773013928757731,-1.0328596817031888,0.0813221603958538,-0.47576876065366747
ENSSSCG00000004064,-0.9538723236661064,-0.5881242946721981,-0.23945543302809313,-0.4137898638501456
ENSSSCG00000051789,-2.6456191009266705,-0.8185981755652572,-0.7831401107990164,-0.8008691431821368
ENSSSCG00000041910,-2.3562823305565996,-3.6673663161762047,-1.7127228308648499,-2.6900445735205274
ENSSSCG00000045120,-2.8992776360453374,-1.5415959536241066,-2.478931155572735,-2.0102635545984207
ENSSSCG00000045185,-2.020897689071239,0.0,-0.8005439348317936,-0.4002719674158968
ENSSSCG00000046982,-1.9143682281593781,0.3342898559985697,-0.5317574820562595,-0.0987338130288449
ENSSSCG00000050400,-2.5156216830742695,0.0,-2.758991900496205,-1.3794959502481026
ENSSSCG00000047964,-1.3636395052824006,-1.5958643157017074,0.13983909087492144,-0.728012612413393
ENSSSCG00000051255,-2.5286930744381553,-2.2643924156346715,-1.7874040579338537,-2.0258982367842626
ENSSSCG00000044169,-0.8442738865429122,0.0,0.48361306216292393,0.24180653108146197
ENSSSCG00000004068,-0.5585973050100054,-0.1386737207707284,1.0869285339970491,0.4741274066131604
ENSSSCG00000024361,-0.35072700766009807,-1.1292118512948808,-1.300340882189555,-1.214776366742218
ENSSSCG00000004065,0.791254858543722,-0.9178719776423637,-1.748189501397064,-1.3330307395197138
ENSSSCG00000004070,-2.1934185604791123,-1.0381382136383386,-1.0143276800900278,-1.0262329468641833
ENSSSCG00000044991,-0.8992487492791431,-0.02984417409729902,0.4028585408449284,0.1865071833738147
ENSSSCG00000004071,-0.7168222244369884,-0.8739100863969922,-1.41585889103304,-1.1448844887150162
